CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,Doses (uM),Activity Data (median),Activity SD,Num Data,FitType,EC50 (uM),IC50 (uM),Amax,ActArea
22RV1_PROSTATE,22Rv1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","6.57,5.12,.21,-.081,-16,-27,-43,-58","2.26,15.8,27.4,11.8,15.9,16.4,2.14,1.94",8,Sigmoid,1.296006083,4.14404583,-57.34856796,1.3712
42MGBA_CENTRAL_NERVOUS_SYSTEM,42-MG-BA,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,12.2,-14,6.06,19.5,-9.4,-46,-87","16.1,3.59,39.1,6.93,30.1,20.0,8.17,10.1",8,Sigmoid,2.980663776,2.827590942,-86.95562744,1.7799
5637_URINARY_TRACT,5637,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.1,-3.0,.81,-6.2,-5.4,-15,-51,-91","1.44,21.0,8.43,1.23,10.1,16.7,10.5,.79",8,Sigmoid,2.781574488,2.473094463,-90.55117035,1.1746
639V_URINARY_TRACT,639-V,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8",".075,-2.3,9.21,-.52,3.14,-7.7,-57,-83","10.3,1.90,11.2,3.07,5.45,7.17,20.9,5.12",8,Sigmoid,1.912146091,2.217580795,-83.05697632,1.3417
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,697,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.0,10.6,-4.1,-24,-22,-39,-84,-95","18.2,4.80,2.51,2.10,3.12,10.2,3.24,.88",8,Sigmoid,1.480177522,0.840449274,-97.4484024,3.2246
769P_KIDNEY,769-P,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","2.47,-23,13.7,2.31,16.5,-13,.23,-75","4.72,11.3,.71,3.46,.63,8.32,2.17,4.69",8,Sigmoid,8.207641333,6.65909338,-75.32556152,0.7222
786O_KIDNEY,786-O,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.0,-11,-1.1,-4.2,-8.9,-7.2,-1.9,-30","0,0,0,0,0,0,0,0",8,Sigmoid,8.02610313,8,-30.10416222,0.5023
8305C_THYROID,8305C,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","1.21,5.30,3.66,5.18,-11,-19,-52,-70","6.85,17.4,4.71,8.13,8.79,3.93,10.6,11.5",8,Sigmoid,1.63229394,2.532259464,-70.58667755,1.5978
8505C_THYROID,8505C,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-.92,-2.5,5.25,3.24,-1.3,-4.2,-11,-65","15.2,2.19,12.6,5.70,6.25,1.22,7.39,4.70",8,Sigmoid,8.229923852,6.509103775,-64.77140045,0.6554
8MGBA_CENTRAL_NERVOUS_SYSTEM,8-MG-BA,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-10.0,16.5,-4.3,9.70,31.9,10.9,-57,-85","10.8,31.7,11.4,5.48,1.91,2.99,7.10,12.7",8,Sigmoid,2.152258635,2.379003525,-85.16506958,1.5204
A172_CENTRAL_NERVOUS_SYSTEM,A172,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.1,4.55,6.32,-2.9,-3.7,-12,-50,-95",".34,2.84,3.10,.21,10.9,2.84,.23,1.82",8,Sigmoid,3.027561903,2.530820608,-95.5039444,1.4006
A204_SOFT_TISSUE,A-204,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","15.9,-16,21.9,.77,19.5,-25,-44,-88","4.48,6.62,19.6,20.5,10.7,.64,6.63,.82",8,Sigmoid,3.246451139,2.659318924,-87.07484436,1.2913
A2058_SKIN,A2058,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-.023,.40,-.31,-3.7,2.17,-12,-29,-66","4.48,3.15,3.47,2.01,3.14,3.95,6.62,1.40",8,Sigmoid,6.841276169,4.927721977,-66.41762543,0.8825
A253_SALIVARY_GLAND,A-253,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-17,-3.7,-6.7,3.87,3.80,5.18,4.26,-40","4.79,4.19,3.09,4.06,2.91,6.89,5.02,6.85",8,Sigmoid,8.005974884,8,-40.09928894,0.7365
A2780_OVARY,A2780,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,2.20,.17,4.23,-6.3,-12,-81,-89","7.49,8.37,3.58,10.7,3.78,7.21,3.25,1.27",8,Sigmoid,1.3314949,1.494494081,-88.27892303,1.9146
A375_SKIN,A-375,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.5,-1.2,1.74,-1.7,-8.8,-38,-74,-81","7.29,.37,1.56,.67,5.02,5.47,3.50,1.91",8,Sigmoid,0.86318785,1.073880553,-81.6411438,1.8735
A549_LUNG,A549,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","5.02,4.32,6.09,5.20,8.46,-32,-68,-101",".37,7.19,2.38,3.41,3.30,8.81,1.06,4.19",8,Sigmoid,1.762624145,1.637758732,-100.6070633,1.3264
A673_BONE,A-673,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","7.52,-2.6,16.9,-9.4,-3.9,-41,-60,-73","11.4,25.5,3.25,6.12,2.46,8.05,.25,3.46",8,Sigmoid,0.597751021,1.243872643,-71.14427948,1.734
ACHN_KIDNEY,ACHN,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","4.43,-5.1,7.08,-2.2,6.00,3.17,-39,-65","1.40,2.99,2.23,5.82,.18,3.74,1.48,3.03",8,Sigmoid,2.297744036,2.960450411,-65.22975922,0.9626
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL-SIL,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-.67,-4.7,-2.2,5.74,.42,-34,-94,-94","30.5,9.10,6.55,16.2,2.66,9.11,2.22,.71",8,Sigmoid,0.907129347,0.92615211,-93.97434235,2.8218
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AMO-1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.0,-3.8,.32,-15,-32,-68,-93,-98","9.66,6.51,25.4,.49,18.1,2.00,4.56,.19",8,Sigmoid,0.435161233,0.385257065,-99.32347107,3.1165
AN3CA_ENDOMETRIUM,AN3 CA,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-15,-8.1,-5.2,-17,-2.6,2.13,1.16,-17","17.2,6.05,1.09,3.22,19.4,1.00,4.67,4.29",8,Constant,NA,8,-5.168450832,0.2236
ASPC1_PANCREAS,AsPC-1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","4.67,7.11,-2.7,-19,-10,-57,-63,-86","16.1,12.3,17.2,14.2,8.15,2.36,5.03,8.34",8,Sigmoid,0.7527784,1.224158168,-79.38336182,1.4991
AU565_BREAST,AU565,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.7,8.25,-2.2,6.26,7.10,25.6,-.54,-.89","18.6,2.53,6.15,9.21,10.4,11.1,12.0,9.83",8,Constant,NA,8,4.194328308,0.1526
AZ521_STOMACH,AZ-521,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","6.41,-21,-10,-2.7,2.08,-47,-83,-100","18.8,14.5,60.6,17.5,13.6,5.67,1.81,.15",8,Sigmoid,0.886311471,0.913940907,-96.97197723,2.4489
BCPAP_THYROID,B-CPAP,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.9,.39,-3.5,-1.5,-.53,-17,-59,-67","1.27,3.74,4.45,2.15,3.90,4.62,7.36,5.66",8,Sigmoid,1.240136504,1.781927466,-67.03926849,1.6747
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BDCM,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-28,.53,5.97,2.96,2.93,6.15,9.62,-18","32.7,10.8,20.1,14.9,1.42,26.7,5.96,7.71",8,Constant,NA,8,-2.333399773,0.175
BFTC909_KIDNEY,BFTC-909,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","2.65,-1.2,-2.7,.76,4.50,-.80,2.75,-67",".54,10.5,8.33,7.68,.65,6.66,1.98,2.85",8,Sigmoid,8.006002526,7.229048729,-67.07100677,0.6489
BGC823_STOMACH,BGC-823,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","4.09,-.73,5.16,9.49,-2.1,-32,-91,-88","18.7,1.80,6.27,11.3,1.90,2.82,.10,.040",8,Sigmoid,0.899386704,0.940893948,-89.87722015,1.9905
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BL-41,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8",".17,.013,1.05,5.93,8.86,7.59,-23,-40","3.20,1.76,1.10,1.50,12.2,1.90,44.7,87.0",8,Constant,NA,8,2.049209356,0.4967
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BL-70,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.1,1.81,6.98,-2.2,1.26,1.64,-16,-60",".25,12.6,.55,8.07,2.57,15.6,29.1,57.4",8,Sigmoid,2.033646345,8,-21.74225426,0.6416
BT20_BREAST,BT-20,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.0,-1.4,.20,-12,3.52,-15,-19,-52","27.5,1.18,25.4,4.25,31.8,22.9,9.25,2.29",8,Sigmoid,8.243600053,7.626374722,-51.76485443,0.7985
BT474_BREAST,BT-474,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","10.2,16.2,-16,-4.0,8.77,-1.5,-1.9,-40","15.3,22.1,6.10,17.3,1.65,20.7,14.6,4.28",8,Sigmoid,9.143185,8,-40.45085144,0.3988
BT549_BREAST,BT-549,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","2.46,27.6,1.71,8.04,-5.7,-3.9,-20,-71","14.4,15.4,1.00,4.78,4.90,6.28,.80,9.11",8,Sigmoid,8.607239045,5.395706654,-70.46554565,0.7964
BXPC3_PANCREAS,BxPC-3,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","1.15,-15,.84,-15,22.7,-20,-25,-75","11.3,11.4,.90,13.4,19.3,14.9,8.11,2.08",8,Sigmoid,8.289853851,5.210793972,-75.00107574,1.6433
C2BBE1_LARGE_INTESTINE,C2BBe1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","14.2,3.34,-1.4,-1.5,1.05,-25,-63,-72","6.41,4.20,15.9,3.04,5.47,5.73,2.89,4.16",8,Sigmoid,1.021552205,1.563514233,-72.59511566,1.4705
C32_SKIN,C32,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","5.06,6.27,-.73,24.9,13.2,-19,-32,-47","28.1,0,10.8,9.86,32.5,9.94,4.50,3.76",8,Sigmoid,0.935053527,8,-44.25482559,0.6679
C3A_LIVER,C3A,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","22.1,26.7,-3.2,-17,-5.5,-36,-44,-35","44.6,8.68,6.16,24.4,1.59,2.75,2.73,16.9",8,Sigmoid,0.002542614,8,-40.72515488,1.0644
CAKI2_KIDNEY,Caki-2,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8",".83,-13,5.34,-6.1,.81,-13,-14,-44","9.98,3.93,2.97,10.9,9.73,6.53,12.2,9.28",8,Sigmoid,8.27037502,8,-43.49594116,0.729
CAL12T_LUNG,CAL-12T,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-28,-5.9,-25,-16,-9.9,-62,-68,-96","38.5,.69,14.2,11.3,4.74,5.87,.89,2.51",8,Sigmoid,0.672173083,0.690349579,-82.33850098,2.8724
CAL27_UPPER_AERODIGESTIVE_TRACT,CAL 27,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-17,-2.1,-1.2,-3.4,9.69,.012,-22,-62","5.16,1.22,1.08,3.72,6.33,5.10,3.10,9.37",8,Sigmoid,2.874865532,3.846338987,-60.98190689,0.5994
CAL78_BONE,CAL-78,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8",".35,12.3,10.00,21.5,-14,-2.4,-40,-88","6.47,11.9,11.6,28.9,1.95,7.29,2.33,.93",8,Sigmoid,8.12275317,3.534169436,-87.97340393,1.4006
CAL851_BREAST,CAL-85-1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","14.0,2.94,23.2,14.4,-13,-25,-35,-52","9.42,19.1,4.57,33.6,.078,28.1,2.85,24.5",8,Sigmoid,0.221374631,8,-37.3459816,0.9655
CALU1_LUNG,Calu-1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.6,-15,5.30,-2.3,-3.8,-12,-12,-61","6.71,3.18,2.80,3.91,22.6,19.9,9.45,2.47",8,Sigmoid,8.278137411,6.918637276,-60.62951279,0.8478
CALU3_LUNG,Calu-3,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.0,12.1,-1.9,1.56,-20,-1.3,-13,-81","14.3,20.8,15.0,17.7,4.96,14.7,.59,7.34",8,Sigmoid,8.00846385,5.718297482,-80.89070129,1.1636
CALU6_LUNG,Calu-6,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.5,11.2,6.87,8.96,-23,-54,-73,-91","17.7,22.4,2.10,18.4,18.7,5.02,1.53,1.99",8,Sigmoid,0.625675917,0.77653265,-89.69820404,2.1373
CAMA1_BREAST,CAMA-1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","2.39,6.55,-2.9,7.91,-2.2,4.95,-17,-12","12.7,2.44,7.97,10.2,7.36,15.3,4.61,4.84",8,Constant,NA,8,-2.042665243,0.1146
CAPAN2_PANCREAS,Capan-2,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","14.8,-10,3.06,-20,-21,-52,-84,-107","6.56,14.0,12.7,9.58,15.5,11.2,8.68,7.02",8,Sigmoid,8.170026395,0.671418905,-114.2922363,2.4551
CAS1_CENTRAL_NERVOUS_SYSTEM,CAS-1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.0,1.91,-2.7,-3.9,.66,-8.0,-26,-88","9.90,15.5,4.00,1.06,10.3,9.62,17.8,1.35",8,Sigmoid,8.03157465,4.411480904,-87.73142242,1.0183
CCK81_LARGE_INTESTINE,CCK-81,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-15,1.29,-17,-9.4,.65,-12,-56,-54","18.8,38.7,7.99,7.60,22.1,.15,9.01,3.06",8,Sigmoid,1.515441775,2.169864178,-56.04158783,1.8427
CHL1_SKIN,CHL-1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","2.34,-4.0,.56,-2.1,-6.3,-19,-42,-84","5.39,5.66,6.57,.20,3.61,5.45,7.87,.19",8,Sigmoid,8.060072672,3.202846527,-84.25164795,1.4133
CHP212_AUTONOMIC_GANGLIA,CHP-212,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-34,12.3,-17,5.79,-9.8,-20,-57,-89","11.2,33.1,10.1,12.0,12.4,11.3,12.9,.25",8,Sigmoid,2.31303668,2.156605005,-89.27960205,2.3225
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CI-1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-22,15.7,19.8,14.7,6.09,-15,-57,-40","5.91,75.2,50.4,14.4,35.3,14.6,5.76,13.0",8,Linear,NA,8,-55.42824554,1.1676
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CMK-86,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.9,14.2,-11,-17,-32,-52,-84,-88","10.2,7.11,6.38,12.5,1.48,5.69,9.45,3.24",8,Sigmoid,0.9424523,0.806377411,-87.1377182,3.3446
COLO201_LARGE_INTESTINE,COLO 201,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.0,7.21,-4.8,-14,-7.6,-29,-62,-98","13.0,11.6,16.0,9.61,10.8,3.26,12.2,.66",8,Sigmoid,4.259620667,1.793434024,-97.90384674,2.0928
COLO205_LARGE_INTESTINE,COLO 205,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-18,-8.4,2.74,-6.5,-12,-59,-98,-102","14.2,8.71,9.39,.11,7.28,20.1,1.34,1.11",8,Sigmoid,0.910658479,0.85494256,-102.2632294,2.9966
COLO320_LARGE_INTESTINE,COLO-320,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.1,-5.4,-4.5,-14,-36,-77,-83,-91","8.04,.30,1.15,8.23,16.1,1.11,.99,.56",8,Sigmoid,0.297326595,0.329955041,-88.52603912,2.7318
COLO677_LUNG,COLO-677,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.9,2.85,6.20,3.35,1.03,-2.3,-64,-85","4.62,2.85,3.45,11.2,2.14,.91,7.96,2.89",8,Sigmoid,1.85041678,2.054227352,-84.75554657,1.4639
COLO678_LARGE_INTESTINE,COLO-678,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.5,2.96,-11,2.84,-7.2,-15,-33,-75","4.35,1.81,4.37,5.85,8.19,13.1,.96,2.34",8,Sigmoid,8.436269384,4.441536427,-74.68886566,1.4769
COLO679_SKIN,COLO-679,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.6,-14,16.6,-15,19.4,-19,.53,-50","24.2,5.73,13.0,20.3,16.6,2.04,21.4,5.78",8,Constant,NA,8,-11.89255142,0.853
COLO699_LUNG,COLO-699,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.8,6.48,12.0,2.17,-25,-40,-61,-62","8.32,12.7,11.9,12.3,23.9,5.58,5.64,4.38",8,Sigmoid,0.602036417,1.170873761,-62.59458542,1.6411
COLO741_SKIN,COLO 741,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-.48,-7.8,-9.7,-15,-6.9,-1.9,-24,-48","17.0,1.63,13.8,21.3,6.82,17.8,4.27,18.3",8,Sigmoid,2.695671558,8,-47.42326355,1.3744
CORL105_LUNG,COR-L105,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","35.0,-3.6,22.2,-2.3,10.2,9.51,-6.5,-11","11.1,11.4,26.9,18.7,9.14,14.3,10.7,8.53",8,Constant,NA,8,4.072333336,0.1953
CORL23_LUNG,COR-L23,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.0,4.52,1.92,-1.8,-3.9,-4.8,-25,-52","4.16,1.85,3.40,5.22,4.66,5.05,6.22,3.12",8,Sigmoid,8,7.618295193,-50.94036484,0.6334
COV318_OVARY,COV318,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,13.6,-13,14.9,-18,-11,-37,-64","29.7,10.7,5.22,6.53,1.27,4.14,3.80,2.92",8,Sigmoid,8.113463586,4.677239895,-64.63754272,1.4239
COV504_OVARY,COV504,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.0,10.2,3.04,3.68,-.39,-30,-54,-88","4.05,10.1,7.47,16.6,5.58,7.23,.75,3.67",8,Sigmoid,2.317010164,2.071975231,-86.85720062,1.1179
DAOY_CENTRAL_NERVOUS_SYSTEM,Daoy,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.1,-7.0,3.45,1.11,-8.5,-12,-31,-47","2.01,22.6,11.5,15.0,28.9,20.4,7.66,10.8",8,Sigmoid,2.145682573,8,-46.84990311,0.7283
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,DBTRG-05MG,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","5.30,-5.6,1.47,-3.5,-9.7,-30,-40,-67",".16,.62,4.70,.97,1.21,3.61,2.56,.96",8,Sigmoid,8.09011932,3.781657457,-66.31609344,1.4749
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DEL,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-.62,-21,-87,-94,-96,-95,-97,-97","6.45,28.8,.98,.42,.71,.23,.10,.20",8,Sigmoid,0.008746832,0.009624531,-96.12317657,5.9893
DETROIT562_UPPER_AERODIGESTIVE_TRACT,Detroit 562,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","3.07,10.1,12.3,-2.4,-4.5,-6.8,-17,-36","2.57,11.0,23.4,.068,.40,9.66,9.53,12.3",8,Sigmoid,9.002188774,8,-35.11312485,0.5406
DKMG_CENTRAL_NERVOUS_SYSTEM,DK-MG,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","1.44,5.64,-.88,-8.2,8.56,5.05,-23,-31",".011,1.72,15.5,6.25,3.14,15.7,3.11,8.43",8,Sigmoid,2.023636818,8,-31.11401749,0.4276
DMS114_LUNG,DMS 114,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-11,2.38,-12,-4.3,-1.4,-41,-57,-78",".44,18.0,3.44,9.76,3.85,6.72,9.72,.039",8,Sigmoid,0.800305426,0.894316435,-74.09068298,1.8487
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DOHH-2,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","33.2,-7.9,3.24,-9.0,-10,-29,-43,-84","44.7,3.54,1.56,33.9,15.9,20.9,41.6,.0020",8,Linear,NA,0.768781009,-83.69490814,1.9472
DOV13_OVARY,DOV13,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","6.43,2.80,6.05,-1.3,5.13,-7.3,-24,-65","10.2,10.9,4.07,13.8,7.73,8.46,.80,1.27",8,Sigmoid,8.101438945,5.57474947,-64.48982239,0.856
DU145_PROSTATE,DU 145,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.1,19.0,-6.3,-2.4,-14,-26,-50,-66","15.2,3.87,4.13,1.00,7.25,9.06,3.25,3.74",8,Sigmoid,1.67248857,2.689102173,-66.45928192,1.4144
DV90_LUNG,DV-90,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,-1.3,9.68,15.1,31.5,2.38,-7.0,-62","20.4,16.6,29.4,23.4,48.8,2.57,61.5,18.0",8,Linear,NA,1.319583046,-60.90460205,1.0057
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EB1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","7.92,-18,5.02,-7.1,27.6,12.7,6.15,-32","15.4,.90,8.45,15.4,27.4,6.81,27.3,4.64",8,Linear,NA,8,-30.59740067,0.408
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EB2,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8",".45,-1.3,2.31,10.5,-.73,10.6,9.18,3.76","5.83,1.71,8.71,19.5,6.37,13.6,13.3,17.7",8,Constant,NA,8,0.927460909,0.1913
EBC1_LUNG,EBC-1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-54,.39,-1.3,9.61,-14,-9.4,-53,-59","11.6,6.95,13.1,4.90,12.2,4.71,2.24,6.43",8,Sigmoid,1.316774011,2.244243145,-59.69499588,1.6407
EFE184_ENDOMETRIUM,EFE-184,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","12.7,-3.7,1.29,8.17,-3.7,-21,-10,-37","2.12,27.5,12.9,18.9,4.70,8.12,8.09,11.6",8,Sigmoid,8.328719529,8,-32.58059311,0.4804
EFM19_BREAST,EFM-19,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-24,1.75,-5.6,.21,-12,-31,-31,-43","30.2,8.18,5.93,3.52,13.1,5.78,1.04,.28",8,Sigmoid,0.41806224,8,-37.91172028,1.2299
EFO21_OVARY,EFO-21,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","17.1,-6.6,19.5,-8.2,-11,-46,-56,-81","21.6,12.9,20.7,12.0,9.30,9.42,1.66,6.67",8,Sigmoid,1.216094255,1.474155068,-78.70523834,1.7014
EFO27_OVARY,EFO-27,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-.49,7.15,6.77,12.3,-.75,-.46,-28,-41","2.82,.16,4.99,.075,5.20,1.54,11.0,.39",8,Sigmoid,1.757758141,8,-40.68094635,0.4506
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EM-2,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8",".92,.32,2.40,-24,8.08,-3.2,-87,-86","13.7,2.79,5.37,4.96,1.38,13.7,.29,3.00",8,Sigmoid,1.259117365,1.351062655,-87.50790405,2.3065
EN_ENDOMETRIUM,EN,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.6,-.61,-8.3,4.58,.99,-.38,-41,-30","1.00,3.38,4.75,8.99,2.62,2.38,5.87,2.02",8,Sigmoid,1.382069349,8,-35.06503296,0.698
ES2_OVARY,ES-2,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.1,-8.7,-.22,-8.9,4.38,-4.9,-.086,-7.7","6.61,9.83,9.53,7.29,6.96,11.5,5.86,4.53",8,Constant,NA,8,-4.034076214,0.1766
ESS1_ENDOMETRIUM,ESS-1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.1,2.90,-2.6,-1.7,13.0,-3.4,-46,-94","4.14,.88,.96,7.44,2.39,1.05,.021,3.61",8,Sigmoid,2.633247614,2.685304403,-93.53655243,1.9378
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,F-36P,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","1.79,-3.3,8.19,-16,-29,-70,-86,-87","11.7,14.0,9.87,7.61,7.52,2.18,3.46,8.26",8,Sigmoid,0.351839483,0.419441044,-89.04936218,3.0508
FADU_UPPER_AERODIGESTIVE_TRACT,FaDu,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","8.52,.20,4.53,-18,-2.4,-5.4,-28,-61","15.7,7.01,9.20,9.83,29.9,14.4,7.70,6.93",8,Sigmoid,8.237484832,5.832924843,-61.31760025,0.9511
FU97_STOMACH,FU97,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-17,-12,-3.2,12.6,-5.3,-4.4,-38,-93",".84,4.60,.50,11.3,10.5,10.1,6.94,1.90",8,Sigmoid,2.866034746,2.849743128,-93.3195343,1.3489
FUOV1_OVARY,FU-OV-1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","13.3,6.41,3.39,1.49,-17,-32,-51,-75","11.7,7.73,.33,10.4,13.6,13.6,12.4,12.6",8,Sigmoid,4.043495655,2.28670001,-74.11959076,1.5291
G361_SKIN,G-361,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-15,5.28,4.75,-1.7,-3.1,-3.7,-16,-98","6.86,2.08,5.70,15.8,2.13,4.76,11.8,.43",8,Sigmoid,8.141192635,4.944403648,-97.50270081,1.2092
G401_SOFT_TISSUE,G-401,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","3.71,-7.2,3.98,-14,7.23,-33,-66,-93","7.57,4.02,4.92,11.0,15.0,3.72,6.82,.93",8,Sigmoid,1.61757946,1.472729087,-92.86927795,2.1525
